service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
000045,0,0,0,0,0,0,0,20211115,20221210
000046,0,0,0,0,0,0,0,20211115,20221210
000047,0,0,0,0,0,0,0,20211115,20221210
000048,0,0,0,0,0,0,0,20211115,20221210
000049,0,0,0,0,0,0,0,20211115,20221210
000050,0,0,0,0,0,0,0,20211115,20221210
000051,0,0,0,0,0,0,0,20211115,20221210
000052,0,0,0,0,0,0,0,20211115,20221210
000053,0,0,0,0,0,0,0,20211115,20221210
000054,0,0,0,0,0,0,0,20211115,20221210
000055,0,0,0,0,0,0,0,20211115,20221210
000056,0,0,0,0,0,0,0,20211115,20221210
000057,0,0,0,0,0,0,0,20211115,20221210
000058,0,0,0,0,0,0,0,20211115,20221210
000059,0,0,0,0,0,0,0,20211115,20221210
000060,0,0,0,0,0,0,0,20211115,20221210
000061,0,0,0,0,0,0,0,20211115,20221210
000062,0,0,0,0,0,0,0,20211115,20221210
000063,0,0,0,0,0,0,0,20211115,20221210
000064,0,0,0,0,0,0,0,20211115,20221210
000065,0,0,0,0,0,0,0,20211115,20221210
000066,0,0,0,0,0,0,0,20211115,20221210
000067,0,0,0,0,0,0,0,20211115,20221210
000068,0,0,0,0,0,0,0,20211115,20221210
000069,0,0,0,0,0,0,0,20211115,20221210
000070,0,0,0,0,0,0,0,20211115,20221210
000071,0,0,0,0,0,0,0,20211115,20221210
000072,0,0,0,0,0,0,0,20211115,20221210
000073,0,0,0,0,0,0,0,20211115,20221210
000074,0,0,0,0,0,0,0,20211115,20221210
000075,0,0,0,0,0,0,0,20211115,20221210
000076,0,0,0,0,0,0,0,20211115,20221210
000077,0,0,0,0,0,0,0,20211115,20221210
000078,0,0,0,0,0,0,0,20211115,20221210
000079,0,0,0,0,0,0,0,20211115,20221210
000080,0,0,0,0,0,0,0,20211115,20221210
000081,0,0,0,0,0,0,0,20211115,20221210
000082,0,0,0,0,0,0,0,20211115,20221210
000083,0,0,0,0,0,0,0,20211115,20221210
000084,0,0,0,0,0,0,0,20211115,20221210
000085,0,0,0,0,0,0,0,20211115,20221210
000086,0,0,0,0,0,0,0,20211115,20221210
000087,0,0,0,0,0,0,0,20211115,20221210
000088,0,0,0,0,0,0,0,20211115,20221210
000089,0,0,0,0,0,0,0,20211115,20221210
000090,0,0,0,0,0,0,0,20211115,20221210
000091,0,0,0,0,0,0,0,20211115,20221210
000093,0,0,0,0,0,0,0,20211115,20221210
000094,0,0,0,0,0,0,0,20211115,20221210
000095,0,0,0,0,0,0,0,20211115,20221210
000096,0,0,0,0,0,0,0,20211115,20221210
000097,0,0,0,0,0,0,0,20211115,20221210
000098,0,0,0,0,0,0,0,20211115,20221210
000099,0,0,0,0,0,0,0,20211115,20221210
000100,0,0,0,0,0,0,0,20211115,20221210
000101,0,0,0,0,0,0,0,20211115,20221210
000102,0,0,0,0,0,0,0,20211115,20221210
000103,0,0,0,0,0,0,0,20211115,20221210
000104,0,0,0,0,0,0,0,20211115,20221210
000105,0,0,0,0,0,0,0,20211115,20221210
000106,0,0,0,0,0,0,0,20211115,20221210
000107,0,0,0,0,0,0,0,20211115,20221210
000108,0,0,0,0,0,0,0,20211115,20221210
000109,0,0,0,0,0,0,0,20211115,20221210
000110,0,0,0,0,0,0,0,20211115,20221210
000111,0,0,0,0,0,0,0,20211115,20221210
000112,0,0,0,0,0,0,0,20211115,20221210
000113,0,0,0,0,0,0,0,20211115,20221210
000114,0,0,0,0,0,0,0,20211115,20221210
000115,0,0,0,0,0,0,0,20211115,20221210
000116,0,0,0,0,0,0,0,20211115,20221210
000117,0,0,0,0,0,0,0,20211115,20221210
000118,0,0,0,0,0,0,0,20211115,20221210
000119,0,0,0,0,0,0,0,20211115,20221210
000120,0,0,0,0,0,0,0,20211115,20221210
000121,0,0,0,0,0,0,0,20211115,20221210
000122,0,0,0,0,0,0,0,20211115,20221210
000123,0,0,0,0,0,0,0,20211115,20221210
000124,0,0,0,0,0,0,0,20211115,20221210
000125,0,0,0,0,0,0,0,20211115,20221210
000126,0,0,0,0,0,0,0,20211115,20221210
000127,0,0,0,0,0,0,0,20211115,20221210
000128,0,0,0,0,0,0,0,20211115,20221210
000129,0,0,0,0,0,0,0,20211115,20221210
000130,0,0,0,0,0,0,0,20211115,20221210
000131,0,0,0,0,0,0,0,20211115,20221210
000132,0,0,0,0,0,0,0,20211115,20221210
000133,0,0,0,0,0,0,0,20211115,20221210
000135,0,0,0,0,0,0,0,20211115,20221210
000136,0,0,0,0,0,0,0,20211115,20221210
000138,0,0,0,0,0,0,0,20211115,20221210
000139,0,0,0,0,0,0,0,20211115,20221210
000140,0,0,0,0,0,0,0,20211115,20221210
000141,0,0,0,0,0,0,0,20211115,20221210
000142,0,0,0,0,0,0,0,20211115,20221210
000143,0,0,0,0,0,0,0,20211115,20221210
000144,0,0,0,0,0,0,0,20211115,20221210
000145,0,0,0,0,0,0,0,20211115,20221210
000146,0,0,0,0,0,0,0,20211115,20221210
000147,0,0,0,0,0,0,0,20211115,20221210
000148,0,0,0,0,0,0,0,20211115,20221210
000149,0,0,0,0,0,0,0,20211115,20221210
000150,0,0,0,0,0,0,0,20211115,20221210
000151,0,0,0,0,0,0,0,20211115,20221210
000152,0,0,0,0,0,0,0,20211115,20221210
000153,0,0,0,0,0,0,0,20211115,20221210
000154,0,0,0,0,0,0,0,20211115,20221210
000155,0,0,0,0,0,0,0,20211115,20221210
000156,0,0,0,0,0,0,0,20211115,20221210
000157,0,0,0,0,0,0,0,20211115,20221210
000158,0,0,0,0,0,0,0,20211115,20221210
000159,0,0,0,0,0,0,0,20211115,20221210
000160,0,0,0,0,0,0,0,20211115,20221210
000161,0,0,0,0,0,0,0,20211115,20221210
000162,0,0,0,0,0,0,0,20211115,20221210
000163,0,0,0,0,0,0,0,20211115,20221210
000164,0,0,0,0,0,0,0,20211115,20221210
000165,0,0,0,0,0,0,0,20211115,20221210
000166,0,0,0,0,0,0,0,20211115,20221210
000167,0,0,0,0,0,0,0,20211115,20221210
000168,0,0,0,0,0,0,0,20211115,20221210
000170,0,0,0,0,0,0,0,20211115,20221210
000172,0,0,0,0,0,0,0,20211115,20221210
000173,0,0,0,0,0,0,0,20211115,20221210
000175,0,0,0,0,0,0,0,20211115,20221210
000176,0,0,0,0,0,0,0,20211115,20221210
000177,0,0,0,0,0,0,0,20211115,20221210
000178,0,0,0,0,0,0,0,20211115,20221210
000179,0,0,0,0,0,0,0,20211115,20221210
000180,0,0,0,0,0,0,0,20211115,20221210
000182,0,0,0,0,0,0,0,20211115,20221210
000183,0,0,0,0,0,0,0,20211115,20221210
000184,0,0,0,0,0,0,0,20211115,20221210
000185,0,0,0,0,0,0,0,20211115,20221210
000188,0,0,0,0,0,0,0,20211115,20221210
000189,0,0,0,0,0,0,0,20211115,20221210
000190,0,0,0,0,0,0,0,20211115,20221210
000191,0,0,0,0,0,0,0,20211115,20221210
000192,0,0,0,0,0,0,0,20211115,20221210
000193,0,0,0,0,0,0,0,20211115,20221210
000194,0,0,0,0,0,0,0,20211115,20221210
000195,0,0,0,0,0,0,0,20211115,20221210
000196,0,0,0,0,0,0,0,20211115,20221210
000197,0,0,0,0,0,0,0,20211115,20221210
000198,0,0,0,0,0,0,0,20211115,20221210
000200,0,0,0,0,0,0,0,20211115,20221210
000201,0,0,0,0,0,0,0,20211115,20221210
000202,0,0,0,0,0,0,0,20211115,20221210
000204,0,0,0,0,0,0,0,20211115,20221210
000205,0,0,0,0,0,0,0,20211115,20221210
000206,0,0,0,0,0,0,0,20211115,20221210
000207,0,0,0,0,0,0,0,20211115,20221210
000208,0,0,0,0,0,0,0,20211115,20221210
000209,0,0,0,0,0,0,0,20211115,20221210
000210,0,0,0,0,0,0,0,20211115,20221210
000211,0,0,0,0,0,0,0,20211115,20221210
000213,0,0,0,0,0,0,0,20211115,20221210
000214,0,0,0,0,0,0,0,20211115,20221210
000215,0,0,0,0,0,0,0,20211115,20221210
000216,0,0,0,0,0,0,0,20211115,20221210
000217,0,0,0,0,0,0,0,20211115,20221210
000218,0,0,0,0,0,0,0,20211115,20221210
000219,0,0,0,0,0,0,0,20211115,20221210
000220,0,0,0,0,0,0,0,20211115,20221210
000221,0,0,0,0,0,0,0,20211115,20221210
000222,0,0,0,0,0,0,0,20211115,20221210
000223,0,0,0,0,0,0,0,20211115,20221210
000224,0,0,0,0,0,0,0,20211115,20221210
000225,0,0,0,0,0,0,0,20211115,20221210
000226,0,0,0,0,0,0,0,20211115,20221210
000227,0,0,0,0,0,0,0,20211115,20221210
000228,0,0,0,0,0,0,0,20211115,20221210
000229,0,0,0,0,0,0,0,20211115,20221210
000230,0,0,0,0,0,0,0,20211115,20221210
000231,0,0,0,0,0,0,0,20211115,20221210
000232,0,0,0,0,0,0,0,20211115,20221210
000233,0,0,0,0,0,0,0,20211115,20221210
000234,0,0,0,0,0,0,0,20211115,20221210
000235,0,0,0,0,0,0,0,20211115,20221210
000236,0,0,0,0,0,0,0,20211115,20221210
000237,0,0,0,0,0,0,0,20211115,20221210
000238,0,0,0,0,0,0,0,20211115,20221210
000239,0,0,0,0,0,0,0,20211115,20221210
000241,0,0,0,0,0,0,0,20211115,20221210
000243,0,0,0,0,0,0,0,20211115,20221210
000244,0,0,0,0,0,0,0,20211115,20221210
000245,0,0,0,0,0,0,0,20211115,20221210
000246,0,0,0,0,0,0,0,20211115,20221210
000247,0,0,0,0,0,0,0,20211115,20221210
000248,0,0,0,0,0,0,0,20211115,20221210
000249,0,0,0,0,0,0,0,20211115,20221210
000250,0,0,0,0,0,0,0,20211115,20221210
000251,0,0,0,0,0,0,0,20211115,20221210
000252,0,0,0,0,0,0,0,20211115,20221210
000253,0,0,0,0,0,0,0,20211115,20221210
000255,0,0,0,0,0,0,0,20211115,20221210
000256,0,0,0,0,0,0,0,20211115,20221210
000257,0,0,0,0,0,0,0,20211115,20221210
000258,0,0,0,0,0,0,0,20211115,20221210
000259,0,0,0,0,0,0,0,20211115,20221210
000260,0,0,0,0,0,0,0,20211115,20221210
000261,0,0,0,0,0,0,0,20211115,20221210
000265,0,0,0,0,0,0,0,20211115,20221210
000266,0,0,0,0,0,0,0,20211115,20221210
000268,0,0,0,0,0,0,0,20211115,20221210
000269,0,0,0,0,0,0,0,20211115,20221210
000270,0,0,0,0,0,0,0,20211115,20221210
000271,0,0,0,0,0,0,0,20211115,20221210
000272,0,0,0,0,0,0,0,20211115,20221210
000273,0,0,0,0,0,0,0,20211115,20221210
000274,0,0,0,0,0,0,0,20211115,20221210
000275,0,0,0,0,0,0,0,20211115,20221210
000276,0,0,0,0,0,0,0,20211115,20221210
000277,0,0,0,0,0,0,0,20211115,20221210
000278,0,0,0,0,0,0,0,20211115,20221210
000279,0,0,0,0,0,0,0,20211115,20221210
000280,0,0,0,0,0,0,0,20211115,20221210
000281,0,0,0,0,0,0,0,20211115,20221210
000282,0,0,0,0,0,0,0,20211115,20221210
000283,0,0,0,0,0,0,0,20211115,20221210
000284,0,0,0,0,0,0,0,20211115,20221210
000286,0,0,0,0,0,0,0,20211115,20221210
000287,0,0,0,0,0,0,0,20211115,20221210
000288,0,0,0,0,0,0,0,20211115,20221210
000289,0,0,0,0,0,0,0,20211115,20221210
000290,0,0,0,0,0,0,0,20211115,20221210
000291,0,0,0,0,0,0,0,20211115,20221210
000292,0,0,0,0,0,0,0,20211115,20221210
000293,0,0,0,0,0,0,0,20211115,20221210
000294,0,0,0,0,0,0,0,20211115,20221210
000295,0,0,0,0,0,0,0,20211115,20221210
000296,0,0,0,0,0,0,0,20211115,20221210
000297,0,0,0,0,0,0,0,20211115,20221210
000298,0,0,0,0,0,0,0,20211115,20221210
000300,0,0,0,0,0,0,0,20211115,20221210
000301,0,0,0,0,0,0,0,20211115,20221210
000302,0,0,0,0,0,0,0,20211115,20221210
000304,0,0,0,0,0,0,0,20211115,20221210
000305,0,0,0,0,0,0,0,20211115,20221210
000307,0,0,0,0,0,0,0,20211115,20221210
000309,0,0,0,0,0,0,0,20211115,20221210
000310,0,0,0,0,0,0,0,20211115,20221210
000311,0,0,0,0,0,0,0,20211115,20221210
000312,0,0,0,0,0,0,0,20211115,20221210
000313,0,0,0,0,0,0,0,20211115,20221210
000314,0,0,0,0,0,0,0,20211115,20221210
000315,0,0,0,0,0,0,0,20211115,20221210
000316,0,0,0,0,0,0,0,20211115,20221210
000319,0,0,0,0,0,0,0,20211115,20221210
000320,0,0,0,0,0,0,0,20211115,20221210
000321,0,0,0,0,0,0,0,20211115,20221210
000322,0,0,0,0,0,0,0,20211115,20221210
000323,0,0,0,0,0,0,0,20211115,20221210
000324,0,0,0,0,0,0,0,20211115,20221210
000325,0,0,0,0,0,0,0,20211115,20221210
000326,0,0,0,0,0,0,0,20211115,20221210
000327,0,0,0,0,0,0,0,20211115,20221210
000328,0,0,0,0,0,0,0,20211115,20221210
000329,0,0,0,0,0,0,0,20211115,20221210
000330,0,0,0,0,0,0,0,20211115,20221210
000331,0,0,0,0,0,0,0,20211115,20221210
000333,0,0,0,0,0,0,0,20211115,20221210
000334,0,0,0,0,0,0,0,20211115,20221210
000335,0,0,0,0,0,0,0,20211115,20221210
000336,0,0,0,0,0,0,0,20211115,20221210
000337,0,0,0,0,0,0,0,20211115,20221210
000340,0,0,0,0,0,0,0,20211115,20221210
000341,0,0,0,0,0,0,0,20211115,20221210
000342,0,0,0,0,0,0,0,20211115,20221210
000343,0,0,0,0,0,0,0,20211115,20221210
000344,0,0,0,0,0,0,0,20211115,20221210
000345,0,0,0,0,0,0,0,20211115,20221210
000346,0,0,0,0,0,0,0,20211115,20221210
000347,0,0,0,0,0,0,0,20211115,20221210
000348,0,0,0,0,0,0,0,20211115,20221210
000349,0,0,0,0,0,0,0,20211115,20221210
000350,0,0,0,0,0,0,0,20211115,20221210
000351,0,0,0,0,0,0,0,20211115,20221210
000352,0,0,0,0,0,0,0,20211115,20221210
000353,0,0,0,0,0,0,0,20211115,20221210
000354,0,0,0,0,0,0,0,20211115,20221210
000355,0,0,0,0,0,0,0,20211115,20221210
000356,0,0,0,0,0,0,0,20211115,20221210
000357,0,0,0,0,0,0,0,20211115,20221210
000358,0,0,0,0,0,0,0,20211115,20221210
000359,0,0,0,0,0,0,0,20211115,20221210
000360,0,0,0,0,0,0,0,20211115,20221210
000361,0,0,0,0,0,0,0,20211115,20221210
000362,0,0,0,0,0,0,0,20211115,20221210
000363,0,0,0,0,0,0,0,20211115,20221210
000364,0,0,0,0,0,0,0,20211115,20221210
000365,0,0,0,0,0,0,0,20211115,20221210
000366,0,0,0,0,0,0,0,20211115,20221210
000367,0,0,0,0,0,0,0,20211115,20221210
000369,0,0,0,0,0,0,0,20211115,20221210
000370,0,0,0,0,0,0,0,20211115,20221210
000371,0,0,0,0,0,0,0,20211115,20221210
000372,0,0,0,0,0,0,0,20211115,20221210
000374,0,0,0,0,0,0,0,20211115,20221210
000375,0,0,0,0,0,0,0,20211115,20221210
000376,0,0,0,0,0,0,0,20211115,20221210
000377,0,0,0,0,0,0,0,20211115,20221210
000378,0,0,0,0,0,0,0,20211115,20221210
000379,0,0,0,0,0,0,0,20211115,20221210
000380,0,0,0,0,0,0,0,20211115,20221210
000381,0,0,0,0,0,0,0,20211115,20221210
000382,0,0,0,0,0,0,0,20211115,20221210
000383,0,0,0,0,0,0,0,20211115,20221210
000384,0,0,0,0,0,0,0,20211115,20221210
000385,0,0,0,0,0,0,0,20211115,20221210
000386,0,0,0,0,0,0,0,20211115,20221210
000387,0,0,0,0,0,0,0,20211115,20221210
000388,0,0,0,0,0,0,0,20211115,20221210
000389,0,0,0,0,0,0,0,20211115,20221210
000390,0,0,0,0,0,0,0,20211115,20221210
000391,0,0,0,0,0,0,0,20211115,20221210
000392,0,0,0,0,0,0,0,20211115,20221210
000393,0,0,0,0,0,0,0,20211115,20221210
000394,0,0,0,0,0,0,0,20211115,20221210
000395,0,0,0,0,0,0,0,20211115,20221210
000397,0,0,0,0,0,0,0,20211115,20221210
000398,0,0,0,0,0,0,0,20211115,20221210
000399,0,0,0,0,0,0,0,20211115,20221210
000400,0,0,0,0,0,0,0,20211115,20221210
000401,0,0,0,0,0,0,0,20211115,20221210
000402,0,0,0,0,0,0,0,20211115,20221210
000404,0,0,0,0,0,0,0,20211115,20221210
000408,0,0,0,0,0,0,0,20211115,20221210
000409,0,0,0,0,0,0,0,20211115,20221210
000410,0,0,0,0,0,0,0,20211115,20221210
000411,0,0,0,0,0,0,0,20211115,20221210
000413,0,0,0,0,0,0,0,20211115,20221210
000414,0,0,0,0,0,0,0,20211115,20221210
000415,0,0,0,0,0,0,0,20211115,20221210
000416,0,0,0,0,0,0,0,20211115,20221210
000417,0,0,0,0,0,0,0,20211115,20221210
000418,0,0,0,0,0,0,0,20211115,20221210
000419,0,0,0,0,0,0,0,20211115,20221210
000420,0,0,0,0,0,0,0,20211115,20221210
000421,0,0,0,0,0,0,0,20211115,20221210
000422,0,0,0,0,0,0,0,20211115,20221210
000423,0,0,0,0,0,0,0,20211115,20221210
000427,0,0,0,0,0,0,0,20211115,20221210
000428,0,0,0,0,0,0,0,20211115,20221210
000429,0,0,0,0,0,0,0,20211115,20221210
000430,0,0,0,0,0,0,0,20211115,20221210
000431,0,0,0,0,0,0,0,20211115,20221210
000432,0,0,0,0,0,0,0,20211115,20221210
000433,0,0,0,0,0,0,0,20211115,20221210
000434,0,0,0,0,0,0,0,20211115,20221210
000435,0,0,0,0,0,0,0,20211115,20221210
000436,0,0,0,0,0,0,0,20211115,20221210
000437,0,0,0,0,0,0,0,20211115,20221210
000438,0,0,0,0,0,0,0,20211115,20221210
000439,0,0,0,0,0,0,0,20211115,20221210
000440,0,0,0,0,0,0,0,20211115,20221210
000441,0,0,0,0,0,0,0,20211115,20221210
000442,0,0,0,0,0,0,0,20211115,20221210
000443,0,0,0,0,0,0,0,20211115,20221210
000445,0,0,0,0,0,0,0,20211115,20221210
000446,0,0,0,0,0,0,0,20211115,20221210
000447,0,0,0,0,0,0,0,20211115,20221210
000448,0,0,0,0,0,0,0,20211115,20221210
000449,0,0,0,0,0,0,0,20211115,20221210
000450,0,0,0,0,0,0,0,20211115,20221210
000451,0,0,0,0,0,0,0,20211115,20221210
000452,0,0,0,0,0,0,0,20211115,20221210
000453,0,0,0,0,0,0,0,20211115,20221210
000455,0,0,0,0,0,0,0,20211115,20221210
000456,0,0,0,0,0,0,0,20211115,20221210
000457,0,0,0,0,0,0,0,20211115,20221210
000458,0,0,0,0,0,0,0,20211115,20221210
000459,0,0,0,0,0,0,0,20211115,20221210
000461,0,0,0,0,0,0,0,20211115,20221210
000462,0,0,0,0,0,0,0,20211115,20221210
000464,0,0,0,0,0,0,0,20211115,20221210
000467,0,0,0,0,0,0,0,20211115,20221210
000468,0,0,0,0,0,0,0,20211115,20221210
000470,0,0,0,0,0,0,0,20211115,20221210
000471,0,0,0,0,0,0,0,20211115,20221210
000472,0,0,0,0,0,0,0,20211115,20221210
000473,0,0,0,0,0,0,0,20211115,20221210
000474,0,0,0,0,0,0,0,20211115,20221210
000475,0,0,0,0,0,0,0,20211115,20221210
000476,0,0,0,0,0,0,0,20211115,20221210
000477,0,0,0,0,0,0,0,20211115,20221210
000478,0,0,0,0,0,0,0,20211115,20221210
000479,0,0,0,0,0,0,0,20211115,20221210
000480,0,0,0,0,0,0,0,20211115,20221210
000482,0,0,0,0,0,0,0,20211115,20221210
000483,0,0,0,0,0,0,0,20211115,20221210
000484,0,0,0,0,0,0,0,20211115,20221210
000485,0,0,0,0,0,0,0,20211115,20221210
000486,0,0,0,0,0,0,0,20211115,20221210
000487,0,0,0,0,0,0,0,20211115,20221210
000488,0,0,0,0,0,0,0,20211115,20221210
000489,0,0,0,0,0,0,0,20211115,20221210
000491,0,0,0,0,0,0,0,20211115,20221210
000492,0,0,0,0,0,0,0,20211115,20221210
000494,0,0,0,0,0,0,0,20211115,20221210
000495,0,0,0,0,0,0,0,20211115,20221210
000496,0,0,0,0,0,0,0,20211115,20221210
000497,0,0,0,0,0,0,0,20211115,20221210
000498,0,0,0,0,0,0,0,20211115,20221210
000499,0,0,0,0,0,0,0,20211115,20221210
000500,0,0,0,0,0,0,0,20211115,20221210
000501,0,0,0,0,0,0,0,20211115,20221210
000505,0,0,0,0,0,0,0,20211115,20221210
000506,0,0,0,0,0,0,0,20211115,20221210
000507,0,0,0,0,0,0,0,20211115,20221210
000508,0,0,0,0,0,0,0,20211115,20221210
000509,0,0,0,0,0,0,0,20211115,20221210
000510,0,0,0,0,0,0,0,20211115,20221210
000511,0,0,0,0,0,0,0,20211115,20221210
000512,0,0,0,0,0,0,0,20211115,20221210
000513,0,0,0,0,0,0,0,20211115,20221210
000514,0,0,0,0,0,0,0,20211115,20221210
000516,0,0,0,0,0,0,0,20211115,20221210
000517,0,0,0,0,0,0,0,20211115,20221210
000520,0,0,0,0,0,0,0,20211115,20221210
000522,0,0,0,0,0,0,0,20211115,20221210
000523,0,0,0,0,0,0,0,20211115,20221210
000525,0,0,0,0,0,0,0,20211115,20221210
000527,0,0,0,0,0,0,0,20211115,20221210
000532,0,0,0,0,0,0,0,20211115,20221210
000534,0,0,0,0,0,0,0,20211115,20221210
000535,0,0,0,0,0,0,0,20211115,20221210
000536,0,0,0,0,0,0,0,20211115,20221210
000537,0,0,0,0,0,0,0,20211115,20221210
000539,0,0,0,0,0,0,0,20211115,20221210
000540,0,0,0,0,0,0,0,20211115,20221210
000543,0,0,0,0,0,0,0,20211115,20221210
000545,0,0,0,0,0,0,0,20211115,20221210
000547,0,0,0,0,0,0,0,20211115,20221210
000548,0,0,0,0,0,0,0,20211115,20221210
000553,0,0,0,0,0,0,0,20211115,20221210
000555,0,0,0,0,0,0,0,20211115,20221210
000558,0,0,0,0,0,0,0,20211115,20221210
000560,0,0,0,0,0,0,0,20211115,20221210
000561,0,0,0,0,0,0,0,20211115,20221210
000562,0,0,0,0,0,0,0,20211115,20221210
000563,0,0,0,0,0,0,0,20211115,20221210
000564,0,0,0,0,0,0,0,20211115,20221210
000565,0,0,0,0,0,0,0,20211115,20221210
000567,0,0,0,0,0,0,0,20211115,20221210
000568,0,0,0,0,0,0,0,20211115,20221210
000569,0,0,0,0,0,0,0,20211115,20221210
000570,0,0,0,0,0,0,0,20211115,20221210
000571,0,0,0,0,0,0,0,20211115,20221210
000573,0,0,0,0,0,0,0,20211115,20221210
000574,0,0,0,0,0,0,0,20211115,20221210
000576,0,0,0,0,0,0,0,20211115,20221210
000578,0,0,0,0,0,0,0,20211115,20221210
000581,0,0,0,0,0,0,0,20211115,20221210
000582,0,0,0,0,0,0,0,20211115,20221210
000584,0,0,0,0,0,0,0,20211115,20221210
000585,0,0,0,0,0,0,0,20211115,20221210
000586,0,0,0,0,0,0,0,20211115,20221210
000587,0,0,0,0,0,0,0,20211115,20221210
000588,0,0,0,0,0,0,0,20211115,20221210
000589,0,0,0,0,0,0,0,20211115,20221210
000590,0,0,0,0,0,0,0,20211115,20221210
000591,0,0,0,0,0,0,0,20211115,20221210
000592,0,0,0,0,0,0,0,20211115,20221210
000594,0,0,0,0,0,0,0,20211115,20221210
000596,0,0,0,0,0,0,0,20211115,20221210
000597,0,0,0,0,0,0,0,20211115,20221210
000598,0,0,0,0,0,0,0,20211115,20221210
000601,0,0,0,0,0,0,0,20211115,20221210
000602,0,0,0,0,0,0,0,20211115,20221210
000604,0,0,0,0,0,0,0,20211115,20221210
000605,0,0,0,0,0,0,0,20211115,20221210
000607,0,0,0,0,0,0,0,20211115,20221210
000608,0,0,0,0,0,0,0,20211115,20221210
000609,0,0,0,0,0,0,0,20211115,20221210
000610,0,0,0,0,0,0,0,20211115,20221210
000615,0,0,0,0,0,0,0,20211115,20221210
000616,0,0,0,0,0,0,0,20211115,20221210
000617,0,0,0,0,0,0,0,20211115,20221210
000618,0,0,0,0,0,0,0,20211115,20221210
000619,0,0,0,0,0,0,0,20211115,20221210
000620,0,0,0,0,0,0,0,20211115,20221210
000621,0,0,0,0,0,0,0,20211115,20221210
000622,0,0,0,0,0,0,0,20211115,20221210
000623,0,0,0,0,0,0,0,20211115,20221210
000624,0,0,0,0,0,0,0,20211115,20221210
000625,0,0,0,0,0,0,0,20211115,20221210
000626,0,0,0,0,0,0,0,20211115,20221210
000627,0,0,0,0,0,0,0,20211115,20221210
000628,0,0,0,0,0,0,0,20211115,20221210
000629,0,0,0,0,0,0,0,20211115,20221210
000630,0,0,0,0,0,0,0,20211115,20221210
000631,0,0,0,0,0,0,0,20211115,20221210
000632,0,0,0,0,0,0,0,20211115,20221210
000633,0,0,0,0,0,0,0,20211115,20221210
000634,0,0,0,0,0,0,0,20211115,20221210
000635,0,0,0,0,0,0,0,20211115,20221210
000636,0,0,0,0,0,0,0,20211115,20221210
000637,0,0,0,0,0,0,0,20211115,20221210
000638,0,0,0,0,0,0,0,20211115,20221210
000639,0,0,0,0,0,0,0,20211115,20221210
000640,0,0,0,0,0,0,0,20211115,20221210
000641,0,0,0,0,0,0,0,20211115,20221210
000643,0,0,0,0,0,0,0,20211115,20221210
000644,0,0,0,0,0,0,0,20211115,20221210
000645,0,0,0,0,0,0,0,20211115,20221210
000646,0,0,0,0,0,0,0,20211115,20221210
000647,0,0,0,0,0,0,0,20211115,20221210
000648,0,0,0,0,0,0,0,20211115,20221210
000649,0,0,0,0,0,0,0,20211115,20221210
000650,0,0,0,0,0,0,0,20211115,20221210
000651,0,0,0,0,0,0,0,20211115,20221210
